_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,prob_nb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2020-08-21 manaan 4v4.dm_26.dm_meta,1487714,0:17:44,425543,1726238,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.2866666667,0.2166666667,0.5352665351,0.9439206364,,0:17:44,^3Xen_Crypt,^7enab(tired),MOD_FLECHETTE_ALT_SPLASH,5.326346874,0.0230577793,5.326346874,161.4044495,105,467,25,195,551,105,795,,,125,29
2020-09-01 dantooine 4v4.dm_26.dm_meta,279386,0:02:17,143261,1398317,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.51,0.53,0.4021692716,0.01202802347,,0:02:17,^3Xen_Crypt,^7csr,MOD_FLECHETTE_ALT_SPLASH,0,0,54.45404434,1650.122559,139,131,45,281,749,721,645,,,1132,307
2020-09-05 kejim 4v4 (2).dm_26.dm_meta,156329,0:00:20,137915,1537643,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.59,0.6433333333,0.1117641855,0.9972330276,,0:00:20,^7flor_mourner_2,^7Seaal,MOD_FLECHETTE_ALT_SPLASH,0,0,34.35560608,1041.078979,222,384,10,398,1020,553,808,,,552,393
2020-09-05 kejim 4v4 (2).dm_26.dm_meta,261665,0:02:05,137915,1537643,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.53,0.39,0.2545719765,0.9847310587,,0:02:05,^7flor_mourner_2,^7Seaal,MOD_FLECHETTE_ALT_SPLASH,0,0,5.425160885,164.398819,197,283,0,506,527,466,680,,,999,470
2018-04-22 kejim 3v3.dm_26.dm_meta,1985857,0:18:16,891148,,MOD_REPEATER,good,FALSE,,,,,1,0:18:16,^3Xen_Crypt,^7nero,MOD_REPEATER,0.0439453125,0.001331676147,0.0439453125,1.331676126,2407,93,25,234,124,3,189,1749,-2,2,0
2018-05-17 sikurd 4v4.dm_26.dm_meta,461682,0:02:24,318165,1532631,MOD_REPEATER,good,FALSE,,,,,0.6188346256,0:02:24,^3Xen_Crypt,,MOD_REPEATER,0,0,13.03950882,395.1366272,408,258,60,358,375,406,303,231,8,168,123
2018-06-28 illimiran 4v4.dm_26.dm_meta,814382,0:11:05,150356,1617140,MOD_REPEATER,good,FALSE,,,,,0.9999643129,0:11:05,^3Xen_Crypt,^7jawa,MOD_REPEATER,0,0,0.2911376953,8.822354317,1299,360,174,383,865,333,848,990,-2,547,259
2018-11-21 kejim 4v4.dm_26.dm_meta,170952,0:01:09,102972,1317801,MOD_THERMAL,good,FALSE,0.54,0.58,0.04963467308,0.4873337838,,0:01:09,^3Xen_Crypt,,MOD_THERMAL,0.06991656125,0.002118683653,1.042500615,31.59092712,408,278,206,343,197,136,561,528,6,20,9
2019-06-29 carratos 4v4.dm_26.dm_meta,1324331,0:19:41,145109,,MOD_THERMAL,good,FALSE,0.6433333333,0.6633333333,0.3940460238,0.9972723113,,0:19:41,^3Xen_Crypt,^2blessed cat,MOD_THERMAL,0,0,0.7892780304,23.91751671,310,325,0,348,174,0,610,330,2,3,0
2020-01-05 talay 4v4.dm_26.dm_meta,1202264,0:15:54,249554,1635455,MOD_THERMAL,good,FALSE,0.24,0.2066666667,0.6659065393,0.9858935092,,0:15:54,^3Xen_Crypt,^7????,MOD_THERMAL,0,0,0.1737090945,5.263912201,848,0,0,0,277,138,0,924,20,18,0
2020-04-01 ctf4 3v3.dm_26.dm_meta,962680,0:16:03,72307,968257,MOD_THERMAL,good,FALSE,0.39,0.2866666667,0.6166230559,0.9018743688,,0:16:03,^3Xen_Crypt,^7ariza,MOD_THERMAL,0.04943847656,0.001498135622,1.601236105,48.52230835,35,346,209,229,208,399,0,363,30,35,0
0202_rocket_ctf1.dm_26.dm_meta,29610250,0:09:28,29063450,30594850,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999999351,0:09:28,^4{^7JOC^4}^3Xen_Crypt^4{^1JGM^4},^3n^7airda^3.,MOD_TRIP_MINE_SPLASH,0.8167099357,0.01633419842,70.5290451,2137.243896,,636,226,489,,,,,,,
13 sal mpctf_kejim 2014-12-26_21-40-09.dm_26.dm_meta,248733,0:00:44,205338,1420959,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999995626,0:00:44,sal,^0P_rn Fay_01,MOD_TRIP_MINE_SPLASH,0,0,46.09626389,1396.856445,284,584,123,586,440,71,289,,,104,0
13 sal mpctf_kejim 2014-12-26_21-40-09.dm_26.dm_meta,901704,0:11:37,205338,1420959,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999317855,0:11:37,sal,^0P_rn Adam_02,MOD_TRIP_MINE_SPLASH,0,0,6.958019733,210.8490906,131,395,18,423,410,201,343,,,141,0
2018-05-18 reboam 2v2.dm_26.dm_meta,3906919,0:09:58,3309850,4725121,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999954482,0:09:58,^3Xen_Crypt,^7serk,MOD_TRIP_MINE_SPLASH,2.212627172,0.0167623274,29.44134712,892.1620483,161,137,332,98,261,84,1,,,68,0
2019-09-25 kejim 2v2 (2).dm_26.dm_meta,540393346,0:06:30,540004804,541219798,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999992602,0:06:30,^3Xen_Crypt,^1BRA PUG TODAY 20H GMT-3,MOD_TRIP_MINE_SPLASH,0,0,1.960821033,59.41881943,70,144,335,0,232,204,0,,,130,0
2020-01-25 krildor 4v4.dm_26.dm_meta,1455283,0:00:34,1425979,2034499,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,1,0:00:34,^3Xen_Crypt,^7Coronavirus-chan,MOD_TRIP_MINE_SPLASH,0,0,0,0,37,792,384,17,497,406,20,,,329,16
2020-05-08 ctf1 6v6.dm_26.dm_meta,683599,0:11:24,8683,1713760,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.999971588,0:11:24,^3Xen_Crypt,^5 Dolphin ^1Frenzy,MOD_TRIP_MINE_SPLASH,0,0,95.5871048,2896.578857,,468,312,493,,,,,,,
2020-05-08 ctf4 7v5.dm_26.dm_meta,802102,0:13:22,10762,1216087,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,1,0:13:22,^3Xen_Crypt,lg,MOD_TRIP_MINE_SPLASH,1.958049059,0.05933481827,29.57859612,896.321106,,463,653,555,,,,,,,
2020-06-22 kejim 1v1.dm_26.dm_meta,1572326,0:08:34,1317269,,MOD_TRIP_MINE_SPLASH,good,TRUE,,,,,1,0:08:34,^3Xen_Crypt,^7Padawan,MOD_TRIP_MINE_SPLASH,0,0,4.900247097,148.4923401,88,1402,1698,37,481,1732,37,,,1033,31
2336_pistolair.dm_26.dm_meta,25129900,0:25:01,24900950,25247000,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9042503648,0:25:01,^4{^7JOC^4}^3Xen_Crypt^4{^1JGM^4},^4{^7JOC^4}^3^^0Shion^3{SL}^4{L},MOD_TRIP_MINE_SPLASH,0,0,101.8072739,3085.068848,262,260,0,349,137,85,379,,,34,0
5.27c1e.dm_26.dm_meta,667382646,0:02:52,667211310,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999998481,0:02:52,^3Xen_Crypt,salsol xd,MOD_TRIP_MINE_SPLASH,0,0,0,0,279,584,176,489,230,62,197,,,0,0
5.27c1e.dm_26.dm_meta,667791483,0:09:41,667211310,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.6220422319,0:09:41,^3Xen_Crypt,salsol xd,MOD_TRIP_MINE_SPLASH,0,0,0,0,396,204,0,208,503,531,573,,,0,0
5.27c1e.dm_26.dm_meta,668128479,0:15:18,667211310,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999255268,0:15:18,^3Xen_Crypt,^4>^7Rdcl,MOD_TRIP_MINE_SPLASH,0,0,0,0,660,330,196,374,440,143,350,,,137,13
awb_chase_ctf_talay_039_smooth.dm_26.dm_meta,358131180,0:01:12,358059702,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999745884,0:01:12,,jawa,MOD_TRIP_MINE_SPLASH,0,0,120.2019043,3642.481934,410,695,133,426,178,296,289,,,125,7
Clz_vs_Nm_ctf4.dm_26.dm_meta,13297567,0:01:26,13212691,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999424984,0:01:26,^6^^7Nm^0.#^43^5n^27^3d^14^6r^0K^6.,^2>^7CL^2z^7|^0D^1back,MOD_TRIP_MINE_SPLASH,0,0,19.11060524,579.1092529,207,322,237,383,472,11,411,,,30,0
Clz_vs_Nm_ctf4.dm_26.dm_meta,13553152,0:05:41,13212691,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999512877,0:05:41,^6^^7Nm^0.#^43^5n^27^3d^14^6r^0K^6.,^1>C^7lz^1.^7Xenoc,MOD_TRIP_MINE_SPLASH,0,0,0,0,454,0,0,27,252,15,323,,,12,0
iLike_vs._Nm_ctf_nelvaan.dm_26.dm_meta,181979555,0:13:00,181200656,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.999944269,0:13:00,^6^^7Nm^0.#^43^5n^27^3d^14^6r^0K^6.,^5i^7Like^5#^7Mad^5,MOD_TRIP_MINE_SPLASH,0,0,26.59432983,805.8887939,183,316,250,293,243,23,412,,,14,0
iLike_vs_Nm_nelvaan.dm_26.dm_meta,2271047,0:08:13,1778885,,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999572119,0:08:13,^2i^7Like^2#^7ramses,^3^^7Nm^3.^0Nor^3B^7us^3.,MOD_TRIP_MINE_SPLASH,0.5932617188,0.0008171648951,56.26828003,1705.099365,209,385,0,170,468,67,207,,,146,6
jax_chase_ctf4_010_smooth.dm_26.dm_meta,4295200,0:00:30,4267600,5472950,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999787224,0:00:30,^4S^7uga ^4R^7ay ^4C^7harles,,MOD_TRIP_MINE_SPLASH,0.3515625,0.002343750093,24.4096489,739.6863403,401,482,0,340,336,321,315,,,95,10
jax_chase_ctf4_010_smooth.dm_26.dm_meta,4709500,0:07:24,4267600,5472950,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9791511696,0:07:24,^4S^7uga ^4R^7ay ^4C^7harles,^7Oct^1a^7ne,MOD_TRIP_MINE_SPLASH,0.703125,0.01406249963,92.33818054,2798.126709,153,395,11,178,261,299,236,,,242,0
pushing_ctf_telti.dm_26.dm_meta,1062443,0:13:51,1039244,1078217,MOD_TRIP_MINE_SPLASH,good,FALSE,,,,,0.9999962468,0:13:51,^3Xen_Crypt,Czar tzar Binks Mckinks,MOD_TRIP_MINE_SPLASH,0.5096519589,0.001103142742,2.74199152,83.09065247,164,451,0,327,244,92,213,,,64,0
