_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2018-06-23 kharzet 4v4.dm_26.dm_meta,1015946,0:14:19,157946,1457849,MOD_BOWCASTER,bad,FALSE,,,,,0:14:19,^3Xen_Crypt,^7plantwild^2|^0|,MOD_BOWCASTER,0,0,0.2025778741,6.138723373,171,166,0,289,374,38,260,99,-8,24,4
2019-06-02 kharzet 4v4 (2).dm_26.dm_meta,1074554,0:16:35,80429,,MOD_BOWCASTER,bad,FALSE,,,,,0:16:35,^3Xen_Crypt,^1^^2r^0d^2l,MOD_BOWCASTER,1.81410861,0.01374324691,3.366480589,102.0145645,665,337,0,298,278,60,169,429,10,31,4
2019-06-08 dantooine 4v4 0451.dm_26.dm_meta,224507,0:01:07,158771,1373633,MOD_BOWCASTER,bad,FALSE,,,,,0:01:07,^3Xen_Crypt,^6_^0ls's fa^6i^0thful a^6l^0ly,MOD_BOWCASTER,7.65574646,0.1159961596,13.49857712,409.0477905,54,133,0,124,198,509,283,,,17,12
2019-07-12 dantooine 4v4.dm_26.dm_meta,1007568,0:14:32,136533,1351032,MOD_BOWCASTER,bad,FALSE,,,,,0:14:32,^3Xen_Crypt,^5ski,MOD_BOWCASTER,0,0,10.42541885,315.9217834,65,0,0,14,497,84,330,,,30,0
2019-12-26 dantooine 4v4 (2).dm_26.dm_meta,2362358,0:10:56,1707275,2375789,MOD_BOWCASTER,bad,FALSE,,,,,0:10:56,^3Xen_Crypt,,MOD_BOWCASTER,0.387024492,0.0117280148,5.325040817,161.3648682,38,0,0,25,738,91,0,,,72,0
2020-01-25 ctf4 4v4.dm_26.dm_meta,90589392,0:06:05,90229560,90895731,MOD_BOWCASTER,bad,FALSE,,,,,0:06:05,^3Xen_Crypt,^5ski,MOD_BOWCASTER,0.5662223697,0.01715825312,17.68770218,535.9909668,49,231,0,88,496,330,121,33,-33,52,0
2020-01-25 dantooine 4v4.dm_26.dm_meta,653511,0:04:51,363540,1578369,MOD_BOWCASTER,bad,FALSE,,,,,0:04:51,^3Xen_Crypt,^7flower,MOD_BOWCASTER,0,0,93.23068237,2825.172119,136,488,0,498,930,303,635,66,0,1269,268
"2020-01-25 genarius 5v5 0414,1347.dm_26.dm_meta",950647,0:12:51,180625,1456339,MOD_BOWCASTER,bad,FALSE,,,,,0:12:51,^3Xen_Crypt,^5ski,MOD_BOWCASTER,0.9374660254,0.02840806171,10.42116356,315.7928467,34,19,0,270,238,76,56,,,11,0
2020-02-09 dantooine 4v4.dm_26.dm_meta,494088,0:03:42,273120,,MOD_BOWCASTER,bad,FALSE,,,,,0:03:42,^3Xen_Crypt,^1[^7B*^1],MOD_BOWCASTER,0.7643200159,0.01158060599,10.10769081,306.2936707,232,456,0,331,340,4,258,231,-2,21,0
2020-02-15 ctf4 4v4 (2).dm_26.dm_meta,1880125,0:08:49,1356580,2105053,MOD_BOWCASTER,bad,FALSE,,,,,0:08:49,^3Xen_Crypt,^7Coronvirus-Chan,MOD_BOWCASTER,1.315758944,0.03987148404,28.57429886,865.8878784,31,205,0,264,234,86,183,,,7,0
2020-02-16 sikurd 4v4.dm_26.dm_meta,490846,0:08:11,12379,811903,MOD_BOWCASTER,bad,FALSE,,,,,0:08:11,^3Xen_Crypt,^0Fl^5y^0nn,MOD_BOWCASTER,7.215920925,0.03123775311,8.284485817,251.0450287,141,250,0,390,248,27,56,99,-6,7,0
2020-02-21 salliche 4v0.dm_26.dm_meta,1577284,0:01:14,1508710,2442544,MOD_BOWCASTER,bad,FALSE,,,,,0:01:14,^3Xen_Crypt,^5ski,MOD_BOWCASTER,5.089510441,0.02203251235,25.10547447,760.7719727,286,114,0,181,412,402,290,165,-1,42,19
2020-04-10 dantooine 4v4.dm_26.dm_meta,1019873,0:15:22,99041,,MOD_BOWCASTER,bad,FALSE,,,,,0:15:22,^3Xen_Crypt,^7ariza,MOD_BOWCASTER,5.841836929,0.03540507331,54.45888519,1650.269287,171,613,121,523,843,221,607,132,-9,704,314
2020-04-12 ctf4 6v6.dm_26.dm_meta,1378356,0:08:57,843030,1972719,MOD_BOWCASTER,bad,FALSE,,,,,0:08:57,^3Xen_Crypt,^2^^0F^7lk,MOD_BOWCASTER,0,0,4.553465366,137.9837952,210,28,245,185,343,335,209,132,0,47,8
2020-04-13 ns_streets 2v2.dm_26.dm_meta,777748,0:12:58,10828,1214668,MOD_BOWCASTER,bad,FALSE,,,,,0:12:58,^3XEN_CRYPT,^4b^7aku^5.,MOD_BOWCASTER,0.4023531675,0.006096260156,10.22451782,309.8338623,149,147,0,222,273,26,190,99,-7,13,0
2020-04-18 illimiran 4v4 (2).dm_26.dm_meta,1567120,0:00:22,1546462,2699119,MOD_BOWCASTER,bad,FALSE,,,,,0:00:22,^3Xen_Crypt,^7x,MOD_BOWCASTER,0,0,4.166013718,126.2428436,30,139,0,561,655,355,0,,,50,0
2020-04-19 dantooine 4v4.dm_26.dm_meta,1253117,0:17:23,211241,,MOD_BOWCASTER,bad,FALSE,,,,,0:17:23,^3Xen_Crypt,^7SAO^1^^7Gato^1^^7I,MOD_BOWCASTER,3.430910826,0.01299587451,26.20188904,793.9966431,31,377,53,743,856,154,923,,,1062,342
2020-05-09 dantooine 4v4.dm_26.dm_meta,1387039,0:15:07,481024,1695952,MOD_BOWCASTER,bad,FALSE,,,,,0:15:07,^3Xen_Crypt,^7i miss kitten,MOD_BOWCASTER,0,0,37.32058334,1130.926758,57,336,0,381,688,270,591,,,597,61
2020-05-09 dantooine 4v4.dm_26.dm_meta,1412581,0:15:33,481024,1695952,MOD_BOWCASTER,bad,FALSE,,,,,0:15:33,^3Xen_Crypt,^7i miss kitten,MOD_BOWCASTER,0.4480549991,0.01357742399,1.238839388,37.54058838,35,262,0,331,525,95,238,,,47,0
2020-05-14 salliche 4v4 (2).dm_26.dm_meta,1937809,0:08:41,1417894,,MOD_BOWCASTER,bad,FALSE,,,,,0:08:41,^3Xen_Crypt,^7Seaal,MOD_BOWCASTER,0,0,19.84724045,601.4315186,71,424,302,645,585,268,5,,,36,0
2020-05-16 dantooine 4v4 (3).dm_26.dm_meta,1035981,0:06:18,659187,1989351,MOD_BOWCASTER,bad,TRUE,,,,,0:06:18,^7xenspec,^7playing,MOD_BOWCASTER,38.37797546,0.3876563311,64.84988403,1965.148071,117,388,0,378,405,174,473,33,55,334,89
2020-05-29 dantooine 4v4.dm_26.dm_meta,3326713,0:06:56,2912200,,MOD_BOWCASTER,bad,FALSE,,,,,0:06:56,^3Xen_Crypt,^7jaw^44,MOD_BOWCASTER,0.4586051702,0.004632375669,1.920094609,58.18468475,204,211,7,320,319,311,321,99,-26,100,71
2020-05-29 dantooine 4v4.dm_26.dm_meta,3330376,0:06:59,2912200,,MOD_BOWCASTER,bad,FALSE,,,,,0:06:59,^3Xen_Crypt,^7Seaal,MOD_BOWCASTER,6.226808548,0.188691169,32.04691696,971.1187134,38,102,269,556,74,184,267,,,81,61
2020-05-30 kharzet 3v5.dm_26.dm_meta,1743864,0:05:44,1401555,,MOD_BOWCASTER,bad,FALSE,,,,,0:05:44,^3xEN_cRYPT,^7not trolling,MOD_BOWCASTER,8.434884071,0.0426004231,8.884618759,269.2308655,39,5,0,272,327,50,151,,,11,0
2020-07-19 dantooine 2v2 (2).dm_26.dm_meta,10126816,0:04:52,9836152,10793152,MOD_BOWCASTER,bad,FALSE,,,,,0:04:52,^7xen,^1X'S APOSTLE,MOD_BOWCASTER,20.3488903,0.0770791322,21.14401627,640.7277832,58,295,0,89,579,108,694,,,845,548
2020-07-19 dantooine 2v2 (2).dm_26.dm_meta,10146022,0:05:11,9836152,10793152,MOD_BOWCASTER,bad,FALSE,,,,,0:05:11,^7xen,^1X'S APOSTLE,MOD_BOWCASTER,0,0,5.835653782,176.8379974,161,317,0,254,533,180,534,66,22,142,47
2020-08-02 dantooine 4v4.dm_26.dm_meta,1107785,0:13:57,271763,1486625,MOD_BOWCASTER,bad,FALSE,,,,,0:13:57,^7xen,^7maybepickableifneed,MOD_BOWCASTER,1.462667704,0.04432326555,10.29483128,311.9645996,120,489,119,410,599,296,320,99,-2,88,10
2020-08-03 kharzet 4v4.dm_26.dm_meta,2091222,0:12:50,1322289,,MOD_BOWCASTER,bad,FALSE,,,,,0:12:50,^7xen,^7Seaal,MOD_BOWCASTER,10.38436699,0.03933472186,29.01687813,879.2993164,71,466,104,471,217,129,121,33,-25,119,90
2020-08-04 dantooine 4v4.dm_26.dm_meta,514936,0:08:35,6439,1173220,MOD_BOWCASTER,bad,FALSE,,,,,0:08:35,^7??,^0<pro*,MOD_BOWCASTER,1.036928415,0.03142207488,14.25827026,432.0687866,37,160,0,449,130,288,559,,,24,21
2020-08-10 dantooine 4v4 (3).dm_26.dm_meta,230909,0:01:57,115376,1330139,MOD_BOWCASTER,bad,FALSE,,,,,0:01:57,^3Xeno,^7X's Holy Kitten,MOD_BOWCASTER,1.94367981,0.01963312924,13.03569031,395.0209351,261,359,0,378,537,54,368,264,-12,47,0
2020-09-15 illimiran 4v4.dm_26.dm_meta,1038518,0:11:58,322253,1536950,MOD_BOWCASTER,bad,FALSE,,,,,0:11:58,^3Xen_Crypt,^7lg,MOD_BOWCASTER,0,0,17.25174522,522.7801514,46,689,133,685,930,6,580,,,131,14
2018-01-14 kejim 4v4.dm_26.dm_meta,990206,0:15:18,73400,1418777,MOD_REPEATER,bad,FALSE,,,,,0:15:18,^3Xen_Crypt,^7El procurador general,MOD_REPEATER,1.208059072,0.03660785034,11.00417328,333.4598083,523,346,0,335,245,4,256,231,-5,9,0
2018-06-23 ctf4 4v4.dm_26.dm_meta,716306,0:09:57,120590,798608,MOD_REPEATER,bad,FALSE,,,,,0:09:57,^3Xen_Crypt,^2^^0F^7lk,MOD_REPEATER,1.164369345,0.03528391942,12.04895496,365.1198425,134,463,0,404,542,304,407,99,1,536,2
2019-05-25 dantooine 4v4.dm_26.dm_meta,400298,0:03:53,168836,966314,MOD_REPEATER,bad,FALSE,,,,,0:03:53,^3Xen_Crypt,^3fuck duo,MOD_REPEATER,7.981053352,0.04030834883,14.58915329,442.0955505,177,323,116,369,540,275,511,99,-5,115,43
2019-06-08 telti 4v4.dm_26.dm_meta,932720,0:13:31,126761,1337333,MOD_REPEATER,bad,FALSE,,,,,0:13:31,^3Xen_Crypt,^7Padawan,MOD_REPEATER,0.6836286187,0.002959431149,2.003921032,60.72488022,149,209,0,201,226,7,85,,,8,0
2019-12-26 kejim 4v4.dm_26.dm_meta,1010204,0:14:11,88712,1498373,MOD_REPEATER,bad,FALSE,,,,,0:14:11,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_REPEATER,5.421978474,0.05476745963,49.35012817,1495.458496,230,273,0,255,286,8,190,132,-6,13,0
2020-02-14 manaan 4v4.dm_26.dm_meta,1508570,0:19:40,334001,1634861,MOD_REPEATER,bad,FALSE,,,,,0:19:40,^3Xeo_Crypto,^7Isaac Lobo,MOD_REPEATER,24.90859795,0.1078294292,34.7595253,1053.31897,146,433,82,445,348,38,330,99,21,825,722
2020-04-16 kejim 6v0.dm_26.dm_meta,6510631,0:00:44,6467929,,MOD_REPEATER,bad,FALSE,,,,,0:00:44,^3Xen_Crypt,^7fuck jawa,MOD_REPEATER,1.411785841,0.02139069512,14.76068687,447.2935486,169,552,302,583,227,19,101,,,8,0
2020-04-17 kejim 1v1.dm_26.dm_meta,4824410,1:00:08,4409171,5290172,MOD_REPEATER,bad,FALSE,,,,,1:00:08,^3Xen_Crypt,^7csrbro,MOD_REPEATER,8.836902618,0.03347311541,29.40260124,890.987915,295,270,7,292,384,180,377,165,26,328,225
2020-04-18 illimiran 4v4 (2).dm_26.dm_meta,2617411,0:17:52,1546462,2699119,MOD_REPEATER,bad,FALSE,,,,,0:17:52,^3Xen_Crypt,^7jaw4,MOD_REPEATER,1.735440016,0.0525890924,7.560072422,229.0931091,128,425,20,279,221,11,41,,,7,0
2020-05-10 kharzet 4v4.dm_26.dm_meta,262725,0:01:19,185670,1280676,MOD_REPEATER,bad,FALSE,,,,,0:01:19,^3Xen_Crypt,^7ariza,MOD_REPEATER,0.1972191185,0.005976337008,1.404961944,42.57460403,99,353,0,414,249,5,108,66,-4,10,0
2020-05-12 ctf4 4v4.dm_26.dm_meta,2334568,0:14:16,1479670,,MOD_REPEATER,bad,FALSE,,,,,0:14:16,^3Xen_Crypt,^7_***Bourbon***_,MOD_REPEATER,4.071949959,0.01762748882,4.381437778,132.7708435,165,164,0,406,255,10,54,,,11,0
2020-05-13 taloraan 4v4.dm_26.dm_meta,212623,0:03:33,9871,,MOD_REPEATER,bad,FALSE,,,,,0:03:33,^3Xen_Crypt,^3<^7pro^4*,MOD_REPEATER,3.623057127,0.01568423025,15.82227802,479.4629822,36,171,0,257,237,24,97,,,9,0
2020-05-15 ctf4 2v2.dm_26.dm_meta,680567,0:08:03,198470,,MOD_REPEATER,bad,FALSE,,,,,0:08:03,^3Xen_Crypt,^7teh,MOD_REPEATER,13.49458504,0.1363089383,19.79681396,599.9034424,52,95,0,185,216,26,75,,,8,0
2020-05-22 ctf4 4v4.dm_26.dm_meta,773763,0:07:06,348492,1553388,MOD_REPEATER,bad,FALSE,,,,,0:07:06,^3Xen_Crypt,^7padawan,MOD_REPEATER,10.54279137,0.03993481398,22.3336277,676.7766113,50,260,58,374,346,94,266,,,21,4
2020-07-31 talay 4v4.dm_26.dm_meta,583085,0:07:57,107522,1322120,MOD_REPEATER,bad,FALSE,,,,,0:07:57,^3xen,^7teh,MOD_REPEATER,1.747180223,0.02647242695,36.56394196,1107.998291,137,344,0,303,233,7,294,66,-6,9,0
2020-08-10 dantooine 4v4 (3).dm_26.dm_meta,1307864,0:19:54,115376,1330139,MOD_REPEATER,bad,FALSE,,,,,0:19:54,^3Xeno,^7x,MOD_REPEATER,13.55875874,0.05135893449,123.374527,3738.62207,233,268,0,227,222,1,364,132,-1,7,0
2020-08-10 kejim 1v1.dm_26.dm_meta,303872,0:04:42,23405,1118213,MOD_REPEATER,bad,FALSE,,,,,0:04:42,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_REPEATER,21.56042862,0.08166828752,51.42641449,1558.376221,108,487,72,299,484,173,496,33,-23,249,0
2021-01-16 ctf2 5v4.dm_26.dm_meta,1071844,0:17:52,44422,1216087,MOD_REPEATER,bad,FALSE,,,,,0:17:52,FUNPOLICE,Padawan ^7(^502^7),MOD_REPEATER,24.43704796,0.03365984559,55.29103088,1675.48584,169,598,246,825,482,4,436,132,-4,41,0
2021-01-16 ctf3 6v6.dm_26.dm_meta,952351,0:15:52,8452,1204306,MOD_REPEATER,bad,FALSE,,,,,0:15:52,FUNPOLICE,padawan,MOD_REPEATER,0.6176818013,0.01871762984,94.04131317,2849.736816,153,249,0,150,214,10,103,,,13,0
